#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
168 0 0 0 0 0 0 0 0.263379 4.0776 0
168 0 1 0 0 0 0 0 0.538977 8.57095 0
168 0 2 0 0 0 0 0 0.838535 13.8711 0
168 0 3 0 0 0 0 0 1.17148 20.2758 0
168 0 4 0 0 0 0 0 1.54159 27.8771 0
168 0 5 0 0 0 0 0 1.94383 36.477 0
168 0 6 0 0 0 0 0 2.36319 45.5565 0
168 0 7 0 0 0 0 0 2.77949 54.4365 0
168 0 8 0 0 0 0 0 3.19043 63.2213 0
168 0 9 0 0 0 0 0 3.64422 74.0841 0
168 0 10 0 0 0 0 0 4.22306 89.9685 0
168 0 11 0 0 0 0 0 5.11828 119.3 0
168 0 12 0 0 0 0 0 6.24549 157.599 0
168 0 13 0 0 0 0 0 7.60253 207.46 0
168 0 14 0 0 0 0 0 9.0861 263.125 0
168 0 15 0 0 0 0 0 12.0391 372.585 0
168 0 16 0 0 0 0 0 14.5349 466.545 0
168 0 17 0 0 0 0 0 15.5298 508.884 0
168 0 18 0 0 0 0 0 11.9713 393.43 0
168 0 19 0 0 0 0 0 7.23014 236.583 0
168 0 20 0 0 0 0 0 2.65724 85.2496 0
168 1 0 0 0 0 0 0 0.52563 8.22793 0
168 1 1 0 0 0 0 0 1.07747 17.34 0
168 1 2 0 0 0 0 0 1.68058 28.1596 0
168 1 3 0 0 0 0 0 2.35429 41.274 0
168 1 4 0 0 0 0 0 3.10351 56.724 0
168 1 5 0 0 0 0 0 3.91241 73.8509 0
168 1 6 0 0 0 0 0 4.74505 91.4128 0
168 1 7 0 0 0 0 0 5.55412 107.826 0
168 1 8 0 0 0 0 0 6.31717 122.462 0
168 1 9 0 0 0 0 0 7.11506 138.932 0
168 1 10 0 0 0 0 0 8.17716 166.595 0
168 1 11 0 0 0 0 0 9.87403 220.812 0
168 1 12 0 0 0 0 0 12.2148 302.243 0
168 1 13 0 0 0 0 0 14.8454 397.018 0
168 1 14 0 0 0 0 0 17.7657 506.428 0
168 1 15 0 0 0 0 0 23.7965 729.107 0
168 1 16 0 0 0 0 0 51.3047 1698.78 0
168 1 17 0 0 0 0 0 53.5996 1796.43 0
168 1 18 0 0 0 0 0 46.2837 1559.07 0
168 1 19 0 0 0 0 0 14.4103 471.315 0
168 1 20 0 0 0 0 0 5.15094 164.812 0
168 2 0 0 0 0 0 0 0.785047 12.5049 0
168 2 1 0 0 0 0 0 1.61384 26.4698 0
168 2 2 0 0 0 0 0 2.52841 43.2552 0
168 2 3 0 0 0 0 0 3.56008 63.7672 0
168 2 4 0 0 0 0 0 4.71128 87.7907 0
168 2 5 0 0 0 0 0 5.94162 113.598 0
168 2 6 0 0 0 0 0 7.18122 138.811 0
168 2 7 0 0 0 0 0 8.34273 160.606 0
168 2 8 0 0 0 0 0 9.34736 175.906 0
168 2 9 0 0 0 0 0 10.3942 194.386 0
168 2 10 0 0 0 0 0 11.8175 229.739 0
168 2 11 0 0 0 0 0 14.2052 306.062 0
168 2 12 0 0 0 0 0 17.4213 416.954 0
168 2 13 0 0 0 0 0 21.0796 549.551 0
168 2 14 0 1 1 0 0 23.8884 638.581 1
168 2 15 0 0 0 0 0 33.4106 1012.28 0
168 2 16 0 0 0 0 0 63.8787 2093.9 0
168 2 17 0 0 0 0 0 559.507 19278.2 0
168 2 18 0 0 0 0 0 56.7541 1899.85 0
168 2 19 0 0 0 0 0 20.0087 651.19 0
168 2 20 0 0 0 0 0 6.94577 220.182 0
168 3 0 0 0 0 0 0 1.03881 16.9247 0
