#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
168 0 0 0 0 0 0 0 0.326574 4.68527 0
168 0 1 0 0 0 0 0 0.649552 9.29356 0
168 0 2 0 0 0 0 0 0.968695 13.8787 0
168 0 3 0 0 0 0 0 1.28642 18.6205 0
168 0 4 0 0 0 0 0 1.6012 23.6165 0
168 0 5 0 0 0 0 0 1.8971 28.5333 0
168 0 6 0 0 0 0 0 2.14148 32.514 0
168 0 7 0 0 0 0 0 2.29637 34.5248 0
168 0 8 0 0 0 0 0 2.34123 34.0735 0
168 0 9 0 0 0 0 0 2.28557 31.5769 0
168 0 10 0 0 0 0 0 2.16397 28.1639 0
168 0 11 0 0 0 0 0 2.01507 24.9751 0
168 0 12 0 0 0 0 0 1.86556 22.6836 0
168 0 13 0 0 0 0 0 1.72495 21.3777 0
168 0 14 0 0 0 0 0 1.59069 20.7781 0
168 0 15 0 0 0 0 0 1.45338 20.4227 0
168 0 16 0 0 0 0 0 1.30045 19.7803 0
168 0 17 0 0 0 0 0 1.11844 18.3194 0
168 0 18 0 0 0 0 0 0.896509 15.6168 0
168 0 19 0 0 0 0 0 0.630563 11.4929 0
168 0 20 0 0 0 0 0 0.326427 6.11508 0
168 1 0 0 0 0 0 0 0.658003 9.51163 0
168 1 1 0 0 0 0 0 1.3087 18.8594 0
168 1 2 0 0 0 0 0 1.95638 28.3035 0
168 1 3 0 0 0 0 0 2.61977 38.6501 0
168 1 4 0 0 0 0 0 3.31093 50.6108 0
168 1 5 0 0 0 0 0 3.99945 63.6096 0
168 1 6 0 0 0 0 0 4.58406 74.7577 0
168 1 7 0 0 0 0 0 4.9409 80.4108 0
168 1 8 0 0 0 0 0 4.99504 78.4089 0
168 1 9 0 0 0 0 0 4.78966 70.4221 0
168 1 10 0 0 0 0 0 4.43885 60.1643 0
168 1 11 0 0 0 0 0 4.06328 51.3682 0
168 1 12 0 0 0 0 0 3.7236 45.5636 0
168 1 13 0 0 0 0 0 3.43127 42.6693 0
168 1 14 0 0 0 0 0 3.16858 41.7029 0
168 1 15 0 0 0 0 0 2.90971 41.5152 0
168 1 16 0 0 0 0 0 2.624 40.8718 0
168 1 17 0 0 0 0 0 2.27833 38.5049 0
168 1 18 0 0 0 0 0 1.84415 33.3387 0
168 1 19 0 0 0 0 0 1.30807 24.8391 0
168 1 20 0 0 0 0 0 0.68102 13.3207 0
168 2 0 0 0 0 0 0 1.01546 15.1995 0
168 2 1 0 0 0 0 0 2.00937 29.7787 0
168 2 2 0 0 0 0 0 2.99521 44.3529 0
168 2 3 0 0 0 0 0 4.03966 61.4221 0
168 2 4 0 0 0 0 0 5.23635 84.6291 0
168 2 5 0 0 0 0 0 6.54708 113.388 0
168 2 6 0 0 0 0 0 7.73788 140.687 0
168 2 7 0 0 0 0 0 8.41008 153.898 0
168 2 8 0 0 0 0 0 8.37623 147.283 0
168 2 9 0 0 0 0 0 7.75225 125.004 0
