#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
0 0 0 0 0 0 0 0 0.601158 7.75198 0
0 0 1 0 0 0 0 0 1.1845 15.499 0
0 0 2 0 0 0 0 0 1.74116 23.4573 0
0 0 3 0 0 0 0 0 2.27709 32.2026 0
0 0 4 0 0 0 0 0 2.81237 42.6154 0
0 0 5 0 0 0 0 0 3.36945 55.4849 0
0 0 6 0 0 0 0 0 3.94821 70.6876 0
0 0 7 0 0 0 0 0 4.50183 86.4087 0
0 0 8 0 0 0 0 0 4.93592 99.1712 0
0 0 9 0 0 0 0 0 5.15143 105.366 0
0 0 10 0 0 0 0 0 5.10258 103.288 0
0 0 11 0 0 0 0 0 4.8289 94.2614 0
0 0 12 0 0 0 0 0 4.42621 81.6371 0
0 0 13 0 0 0 0 0 3.98966 68.8212 0
0 0 14 0 0 0 0 0 3.56931 57.7224 0
0 0 15 0 0 0 0 0 3.16733 48.6287 0
0 0 16 0 0 0 0 0 2.75862 40.8716 0
0 0 17 0 0 0 0 0 2.31409 33.5711 0
0 0 18 0 0 0 0 0 1.8139 26.0351 0
0 0 19 0 0 0 0 0 1.25287 17.9013 0
0 0 20 0 0 0 0 0 0.640871 9.14323 0
0 1 0 0 0 0 0 0 1.18985 15.6839 0
0 1 1 0 0 0 0 0 2.34139 31.2293 0
0 1 2 0 0 0 0 0 3.43534 46.9847 0
0 1 3 0 0 0 0 0 4.48439 64.1052 0
0 1 4 0 0 0 0 0 5.53331 84.5016 0
0 1 5 0 0 0 0 0 6.63706 110.102 0
0 1 6 0 0 0 0 0 7.80502 141.005 0
0 1 7 0 0 0 0 0 8.94348 173.6 0
0 1 8 0 0 0 0 0 9.84322 200.251 0
0 1 9 0 0 0 0 0 10.2803 212.87 0
0 1 10 0 0 0 0 0 10.1498 207.601 0
0 1 11 0 0 0 0 0 9.54804 187.691 0
0 1 12 0 0 0 0 0 8.69524 160.818 0
0 1 13 0 0 0 0 0 7.80297 134.507 0
0 1 14 0 0 0 0 0 6.97082 112.535 0
0 1 15 0 0 0 0 0 6.19246 95.0851 0
0 1 16 0 0 0 0 0 5.40635 80.4114 0
0 1 17 0 0 0 0 0 4.54794 66.529 0
0 1 18 0 0 0 0 0 3.57444 51.9485 0
0 1 19 0 0 0 0 0 2.47421 35.9143 0
0 1 20 0 0 0 0 0 1.26739 18.4076 0
0 2 0 0 0 0 0 0 1.75908 24.0766 0
0 2 1 0 0 0 0 0 3.45316 47.599 0
0 2 2 0 0 0 0 0 5.04848 70.8471 0
0 2 3 0 0 0 0 0 6.56427 95.5053 0
0 2 4 0 0 0 0 0 8.07505 124.667 0
0 2 5 0 0 0 0 0 9.68121 161.856 0
0 2 6 0 0 0 0 0 11.4149 207.876 0
0 2 7 0 0 0 0 0 13.1402 257.535 0
0 2 8 0 0 0 0 0 14.5137 298.408 0
0 2 9 0 0 0 0 0 15.1621 317.13 0
0 2 10 0 0 0 0 0 14.9077 307.259 0
0 2 11 0 0 0 0 0 13.9259 274.729 0
0 2 12 0 0 0 0 0 12.5908 232.547 0
0 2 13 0 0 0 0 0 11.2512 193.034 0
0 2 14 0 0 0 0 0 10.0503 161.569 0
