#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
112 0 0 0 0 0 0 0 0.859347 9.43337 0
112 0 1 0 0 0 0 0 1.66807 18.4297 0
112 0 2 0 0 0 0 0 2.39155 26.8511 0
112 0 3 0 0 0 0 0 3.02289 35.0928 0
112 0 4 0 0 0 0 0 3.58598 44.1422 0
112 0 5 0 0 0 0 0 4.12438 55.2686 0
112 0 6 0 0 0 0 0 4.67187 69.1537 0
112 0 7 0 0 0 0 0 5.2173 84.834 0
112 0 8 0 0 0 0 0 5.68859 99.2794 0
112 0 9 0 0 0 0 0 5.98452 108.574 0
112 0 10 0 0 0 0 0 6.03446 110.018 0
112 0 11 0 0 0 0 0 5.84532 103.764 0
112 0 12 0 0 0 0 0 5.49059 92.4403 0
112 0 13 0 0 0 0 0 5.0615 79.4587 0
112 0 14 0 0 0 0 0 4.61676 67.2641 0
112 0 15 0 0 0 0 0 4.16722 56.7678 0
112 0 16 0 0 0 0 0 3.68775 47.6779 0
112 0 17 0 0 0 0 0 3.14061 39.1774 0
112 0 18 0 0 0 0 0 2.49543 30.4533 0
112 0 19 0 0 0 0 0 1.74238 21.0058 0
112 0 20 0 0 0 0 0 0.897524 10.7566 0
112 1 0 0 0 0 0 0 1.6753 18.6802 0
112 1 1 0 0 0 0 0 3.24951 36.4017 0
112 1 2 0 0 0 0 0 4.65375 52.8303 0
112 1 3 0 0 0 0 0 5.8752 68.7479 0
112 1 4 0 0 0 0 0 6.96451 86.2182 0
112 1 5 0 0 0 0 0 8.01568 108.038 0
112 1 6 0 0 0 0 0 9.10327 135.846 0
112 1 7 0 0 0 0 0 10.2049 167.755 0
112 1 8 0 0 0 0 0 11.1595 197.161 0
112 1 9 0 0 0 0 0 11.7446 215.561 0
112 1 10 0 0 0 0 0 11.8099 217.269 0
112 1 11 0 0 0 0 0 11.3873 203.216 0
112 1 12 0 0 0 0 0 10.6488 179.522 0
112 1 13 0 0 0 0 0 9.79306 153.546 0
112 1 14 0 0 0 0 0 8.93255 129.983 0
112 1 15 0 0 0 0 0 8.0764 110.181 0
112 1 16 0 0 0 0 0 7.16352 93.1392 0
112 1 17 0 0 0 0 0 6.11424 77.0448 0
112 1 18 0 0 0 0 0 4.8671 60.2306 0
112 1 19 0 0 0 0 0 3.4029 41.7201 0
112 1 20 0 0 0 0 0 1.75429 21.4183 0
112 2 0 0 0 0 0 0 2.41904 27.8034 0
112 2 1 0 0 0 0 0 4.68476 53.9048 0
112 2 2 0 0 0 0 0 6.69344 77.6229 0
112 2 3 0 0 0 0 0 8.4272 100.08 0
