#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
37 0 0 0 0 0 0 0 4.37405 45.9107 0
37 0 1 0 0 0 0 0 7.94227 85.2951 0
37 0 2 0 0 0 0 0 10.5534 121.312 0
37 0 3 0 0 0 0 0 12.8443 171.677 0
37 0 4 0 0 0 0 0 15.8008 261.125 0
37 0 5 0 0 0 0 0 18.7229 357.394 0
37 0 6 0 0 0 0 0 20.4463 415.46 0
37 0 7 0 0 0 0 0 19.5088 382.563 0
37 0 8 0 0 0 0 0 17.317 306.579 0
37 0 9 0 0 0 0 0 15.061 228.464 0
37 0 10 0 0 0 0 0 13.7521 183.152 0
37 0 11 0 0 0 0 0 12.931 154.733 0
37 0 12 0 0 0 0 0 12.3987 136.332 0
37 0 13 0 0 0 0 0 12.0905 125.773 0
37 0 14 0 0 0 0 0 11.9411 121.05 0
37 0 15 0 0 0 0 0 11.8298 118.785 0
37 0 16 0 0 0 0 0 11.617 116.301 0
37 0 17 0 0 0 0 0 11.0892 110.924 0
37 0 18 0 0 0 0 0 9.91264 99.1335 0
37 0 19 0 0 0 0 0 7.70377 77.0391 0
37 0 20 0 0 0 0 0 4.2859 42.8592 0
37 1 0 0 0 0 0 0 7.93418 85.0149 0
37 1 1 0 0 0 0 0 14.423 157.576 0
37 1 2 0 0 0 0 0 19.1579 222.579 0
37 1 3 0 0 0 0 0 23.3121 313.371 0
37 1 4 0 0 0 0 0 28.8024 479.645 0
37 1 5 0 0 0 0 0 34.3311 661.969 0
37 1 6 0 0 0 0 0 37.77 778.046 0
37 1 7 0 0 0 0 0 36.2433 724.356 0
37 1 8 0 0 0 0 0 32.3807 590.444 0
37 1 9 0 0 0 0 0 28.2252 446.553 0
37 1 10 0 0 0 0 0 25.6739 358.229 0
37 1 11 0 0 0 0 0 23.8826 296.233 0
37 1 12 0 0 0 0 0 22.6628 254.054 0
37 1 13 0 0 0 0 0 21.9605 229.951 0
37 1 14 0 0 0 0 0 21.6429 219.799 0
37 1 15 0 0 0 0 0 21.4255 215.235 0
37 1 16 0 0 0 0 0 21.0284 210.544 0
37 1 17 0 0 0 0 0 20.0545 200.608 0
37 1 18 0 0 0 0 0 17.8991 179.005 0
37 1 19 0 0 0 0 0 13.8809 138.812 0
37 1 20 0 0 0 0 0 7.70373 77.0378 0
37 2 0 0 0 0 0 0 10.4123 116.429 0
37 2 1 0 0 0 0 0 18.9093 213.973 0
37 2 2 0 0 0 0 0 25.0164 296.509 0
37 2 3 0 0 0 0 0 30.1426 404.289 0
37 2 4 0 0 0 0 0 37.0797 612.895 0
37 2 5 0 0 0 0 0 44.1739 846.36 0
37 2 6 0 0 0 0 0 49.1371 1014.17 0
37 2 7 0 0 0 0 0 47.7741 965.853 0
37 2 8 0 0 0 0 0 43.5407 819.026 0
37 2 9 0 0 0 0 0 38.3623 639.709 0
37 2 10 0 0 0 0 0 34.8143 516.884 0
37 2 11 0 0 0 0 0 31.8692 414.948 0
37 2 12 0 0 0 0 0 29.777 342.589 0
37 2 13 0 0 0 0 0 28.5995 302.116 0
37 2 14 0 0 0 0 0 28.1035 286.086 0
37 2 15 0 0 0 0 0 27.7944 279.377 0
37 2 16 0 0 0 0 0 27.2597 272.971 0
37 2 17 0 0 0 0 0 25.9675 259.765 0
37 2 18 0 0 0 0 0 23.1345 231.365 0
37 2 19 0 0 0 0 0 17.8987 178.991 0
37 2 20 0 0 0 0 0 9.91238 99.1245 0
37 3 0 0 0 0 0 0 12.0221 143.219 0
37 3 1 0 0 0 0 0 21.7582 259.583 0
37 3 2 0 0 0 0 0 28.5136 347.897 0
37 3 3 0 0 0 0 0 33.6446 446.227 0
37 3 4 0 0 0 0 0 39.6646 618.441 0
37 3 5 0 0 0 0 0 45.9963 823.611 0
37 3 6 0 0 0 0 0 51.2052 999.267 0
37 3 7 0 0 0 0 0 52.0162 1026 0
37 3 8 0 0 0 0 0 50.0613 957.993 0
37 3 9 0 0 0 0 0 45.8267 811.333 0
37 3 10 0 0 0 0 0 41.4764 660.733 0
37 3 11 0 0 0 0 0 37.1036 509.381 0
37 3 12 0 0 0 0 0 34.0064 402.247 0
37 3 13 0 0 0 0 0 32.3179 344.135 0
37 3 14 0 0 0 0 0 31.6683 322.989 0
37 3 15 0 0 0 0 0 31.2941 314.689 0
37 3 16 0 0 0 0 0 30.6725 307.177 0
37 3 17 0 0 0 0 0 29.1891 291.999 0
37 3 18 0 0 0 0 0 25.9648 259.672 0
37 3 19 0 0 0 0 0 20.0521 200.526 0
37 3 20 0 0 0 0 0 11.0879 110.88 0
37 4 0 0 0 0 0 0 13.0712 166.638 0
37 4 1 0 0 0 0 0 23.5422 297.561 0
37 4 2 0 0 0 0 0 30.4684 384.042 0
37 4 3 0 0 0 0 0 34.9218 454.266 0
37 4 4 0 0 0 0 0 39.0975 560.284 0
37 4 5 0 0 0 0 0 43.6607 703.229 0
