# x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
0 0 0 0 0 0 0 1.1295 21.646 0
0 1 0 0 0 0 0 2.13513 40.0242 0
0 2 0 0 0 0 0 2.96469 54.1692 0
0 3 0 0 0 0 0 3.6612 66.1075 0
0 4 0 0 0 0 0 4.33061 79.6954 0
0 5 0 0 0 0 0 5.1029 99.3122 0
0 6 0 0 0 0 0 6.14315 130.339 0
0 7 0 0 0 0 0 7.7554 182.872 0
0 8 0 0 0 0 0 9.93255 256.241 0
0 9 0 0 0 0 0 12.4232 341.405 0
0 10 0 0 0 0 0 14.4326 410.631 0
0 11 0 0 0 0 0 15.8043 458.437 0
0 12 0 0 0 0 0 16.1597 471.788 0
0 13 0 0 0 0 0 15.5559 452.879 0
0 14 0 0 0 0 0 13.6173 389.05 0
0 15 0 0 0 0 0 10.6607 291.689 0
0 16 0 0 0 0 0 7.48322 188.817 0
0 17 0 0 0 0 0 4.89166 108.695 0
0 18 0 0 0 0 0 3.17778 61.542 0
0 19 0 0 0 0 0 1.98284 34.7506 0
0 20 0 0 0 0 0 0.968421 16.0694 0
1 0 0 0 0 0 0 2.25494 44.1717 0
1 1 0 0 0 0 0 4.2388 80.9369 0
1 2 0 0 0 0 0 5.84441 108.218 0
1 3 0 0 0 0 0 7.17689 130.697 0
1 4 0 0 0 0 0 8.46299 156.59 0
1 5 0 0 0 0 0 9.94054 193.897 0
1 6 0 0 0 0 0 11.8467 250.182 0
1 7 0 0 0 0 0 14.588 338.688 0
1 8 0 0 0 0 0 18.1007 456.391 0
1 9 0 0 0 0 0 22.0067 589.539 0
1 10 0 0 0 0 0 25.2287 700.428 0
1 11 0 0 0 0 0 27.7902 789.726 0
1 12 0 0 0 0 0 30.8884 899.022 0
1 13 0 0 0 0 0 40.8925 1249.21 0
1 14 0 0 0 0 0 39.6448 1212.4 0
1 15 0 0 0 0 0 32.6297 979.27 0
1 16 0 0 0 0 0 16.2965 427.732 0
1 17 0 0 0 0 0 9.53025 212.148 0
1 18 0 0 0 0 0 6.07578 116.22 0
1 19 0 0 0 0 0 3.78477 65.2165 0
1 20 0 0 0 0 0 1.85112 30.1914 0
2 0 0 0 0 0 0 3.32421 66.6143 0
2 1 0 0 0 0 0 6.20905 120.841 0
2 2 0 0 0 0 0 8.49639 159.535 0
2 3 0 0 0 0 0 10.3936 191.366 0
2 4 0 0 0 0 0 12.2794 229.964 0
2 5 0 0 0 0 0 14.4718 286.01 0
2 6 0 0 0 0 0 17.1084 363.35 0
2 7 0 0 0 0 0 20.4093 468.422 0
2 8 0 0 0 0 0 24.1471 592.188 0
2 9 0 0 0 0 0 28.0164 723.144 0
2 10 0 0 0 0 0 31.2014 832.46 0
2 11 0 0 0 0 0 34.4952 947.392 0
