# x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
0 0 0 0 0 0 0 1.15493 27.0857 0
0 1 0 0 0 0 0 2.1602 49.6012 0
0 2 0 0 0 0 0 2.96045 66.1546 0
0 3 0 0 0 0 0 3.6298 79.6821 0
0 4 0 0 0 0 0 4.34671 96.5482 0
0 5 0 0 0 0 0 5.38423 126.216 0
0 6 0 0 0 0 0 7.14644 182.546 0
0 7 0 0 0 0 0 9.78466 270.571 0
0 8 0 0 0 0 0 12.6642 368.093 0
0 9 0 0 0 0 0 14.5768 433.093 0
0 10 0 0 0 0 0 14.8677 442.77 0
0 11 0 0 0 0 0 14.4253 427.839 0
0 12 0 0 0 0 0 15.0427 450.411 0
0 13 0 0 0 0 0 16.1123 489.584 0
0 14 0 0 0 0 0 16.1799 495.224 0
0 15 0 0 0 0 0 13.1998 396.739 0
0 16 0 0 0 0 0 9.0445 259.151 0
0 17 0 0 0 0 0 5.22945 135.045 0
0 18 0 0 0 0 0 3.0469 69.1412 0
0 19 0 0 0 0 0 1.73925 35.0264 0
0 20 0 0 0 0 0 0.805374 14.984 0
1 0 0 0 0 0 0 2.38015 57.2149 0
1 1 0 0 0 0 0 4.41582 103.696 0
1 2 0 0 0 0 0 5.98448 136.222 0
1 3 0 0 0 0 0 7.25839 161.48 0
1 4 0 0 0 0 0 8.61103 192.76 0
1 5 0 0 0 0 0 10.5388 247.267 0
1 6 0 0 0 0 0 13.6915 347.25 0
1 7 0 0 0 0 0 18.2988 500.257 0
1 8 0 0 0 0 0 23.211 666.056 0
1 9 0 0 0 0 0 26.4284 775.045 0
1 10 0 0 0 0 0 26.8789 789.865 0
1 11 0 0 0 0 0 26.3696 772.987 0
1 12 0 0 0 0 0 28.1108 835.625 0
1 13 0 0 0 0 0 31.2285 947.778 0
1 14 0 0 0 0 0 31.5958 966.969 0
1 15 0 0 0 0 0 25.8457 777.084 0
1 16 0 0 0 0 0 17.2407 491.453 0
