# x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
0 0 0 0 0 0 0 0.439972 9.09893 0
0 1 0 0 0 0 0 0.852621 16.7762 0
0 2 0 0 0 0 0 1.22945 22.2777 0
0 3 0 0 0 0 0 1.58662 25.7744 0
0 4 0 0 0 0 0 1.9539 28.0935 0
0 5 0 0 0 0 0 2.35782 30.271 0
0 6 0 0 0 0 0 2.82078 33.588 0
0 7 0 0 0 0 0 3.43595 42.0022 0
0 8 0 0 0 0 0 4.73253 74.4287 0
0 9 0 0 0 0 0 7.65206 164.272 0
0 10 0 0 0 0 0 11.2999 280.516 0
0 11 0 0 0 0 0 13.8411 361.923 0
0 12 0 0 0 0 0 13.0727 337.783 0
0 13 0 0 0 0 0 10.1048 248.356 0
0 14 0 0 0 0 0 6.66985 149.83 0
0 15 0 0 0 0 0 4.26191 86.6658 0
0 16 0 0 0 0 0 2.72654 50.1168 0
0 17 0 0 0 0 0 1.73084 28.8906 0
0 18 0 0 0 0 0 1.07893 16.465 0
0 19 0 0 0 0 0 0.633398 9.07326 0
0 20 0 0 0 0 0 0.294919 4.09011 0
1 0 0 0 0 0 0 0.908277 19.4529 0
1 1 0 0 0 0 0 1.74014 35.3535 0
1 2 0 0 0 0 0 2.47185 45.9874 0
1 3 0 0 0 0 0 3.14799 52.0987 0
1 4 0 0 0 0 0 3.85215 56.0834 0
1 5 0 0 0 0 0 4.65172 60.3846 0
1 6 0 0 0 0 0 5.57713 66.9971 0
1 7 0 0 0 0 0 6.73905 81.4421 0
1 8 0 0 0 0 0 8.94745 133.469 0
1 9 0 0 0 0 0 13.4521 268.208 0
1 10 0 0 0 0 0 18.7282 433.886 0
1 11 0 0 0 0 0 22.0553 539.17 0
1 12 0 0 0 0 0 20.4322 488.97 0
1 13 0 0 0 0 0 15.8994 356.006 0
1 14 0 0 0 0 0 10.8555 218.993 0
1 15 0 0 0 0 0 7.32838 135.15 0
1 16 0 0 0 0 0 4.89654 83.5672 0
1 17 0 0 0 0 0 3.20476 50.5629 0
1 18 0 0 0 0 0 2.04095 29.9494 0
1 19 0 0 0 0 0 1.21386 16.941 0
1 20 0 0 0 0 0 0.568895 7.74353 0
2 0 0 0 0 0 0 1.44134 32.5791 0
2 1 0 0 0 0 0 2.70717 57.8376 0
2 2 0 0 0 0 0 3.74553 72.7208 0
2 3 0 0 0 0 0 4.65864 79.5443 0
2 4 0 0 0 0 0 5.63275 83.7659 0
2 5 0 0 0 0 0 6.83327 90.9274 0
2 6 0 0 0 0 0 8.28194 103.018 0
2 7 0 0 0 0 0 9.95224 121.76 0
2 8 0 0 0 0 0 12.6229 179.061 0
2 9 0 0 0 0 0 16.7017 292.055 0
2 10 0 0 0 0 0 20.9973 421.668 0
2 11 0 0 0 0 0 22.8934 479.688 0
2 12 0 0 0 0 0 20.9481 423.833 0
2 13 0 0 0 0 0 16.7504 311.88 0
2 14 0 0 0 0 0 12.3391 208.298 0
2 15 0 0 0 0 0 8.93327 142.049 0
2 16 0 0 0 0 0 6.2946 95.6737 0
2 17 0 0 0 0 0 4.29207 62.2213 0
2 18 0 0 0 0 0 2.81405 38.987 0
2 19 0 0 0 0 0 1.70415 22.8986 0
2 20 0 0 0 0 0 0.806068 10.676 0
3 0 0 0 0 0 0 2.05382 49.197 0
3 1 0 0 0 0 0 3.7648 85.0859 0
3 2 0 0 0 0 0 5.03681 102.852 0
3 3 0 0 0 0 0 6.06956 107.83 0
3 4 0 0 0 0 0 7.21351 110.47 0
3 5 0 0 0 0 0 8.80523 121.722 0
3 6 0 0 0 0 0 10.7651 139.684 0
3 7 0 0 0 0 0 12.9168 161.694 0
3 8 0 0 0 0 0 15.3335 200.622 0
3 9 0 0 0 0 0 18.0009 261.586 0
3 10 0 0 0 0 0 20.1513 321.781 0
3 11 0 0 0 0 0 20.5217 334.67 0
3 12 0 0 0 0 0 18.6784 290.131 0
3 13 0 0 0 0 0 15.6239 223.55 0
3 14 0 0 0 0 0 12.3866 166.522 0
3 15 0 0 0 0 0 9.55565 127.021 0
3 16 0 0 0 0 0 7.0724 94.1034 0
3 17 0 0 0 0 0 5.01432 66.0642 0
3 18 0 0 0 0 0 3.38586 44.0092 0
3 19 0 0 0 0 0 2.08988 26.9253 0
3 20 0 0 0 0 0 0.998551 12.8271 0
4 0 0 0 0 0 0 2.69047 67.527 0
4 1 0 0 0 0 0 4.8201 114.181 0
4 2 0 0 0 0 0 6.23919 133.255 0
4 3 0 0 0 0 0 7.2732 134.287 0
4 4 0 0 0 0 0 8.47347 134.168 0
4 5 0 0 0 0 0 10.3258 147.022 0
4 6 0 0 0 0 0 12.8204 174.949 0
4 7 0 0 0 0 0 15.5672 209.927 0
4 8 0 0 0 0 0 17.8181 238.053 0
4 9 0 0 0 0 0 19.0069 246.701 0
4 10 0 0 0 0 0 19.1614 240.061 0
4 11 0 0 0 0 0 18.2959 216.918 0
4 12 0 0 0 0 0 16.8545 192.825 0
4 13 0 0 0 0 0 14.761 164.747 0
4 14 0 0 0 0 0 12.3871 140.359 0
4 15 0 0 0 0 0 9.86238 114.427 0
4 16 0 0 0 0 0 7.50705 89.3635 0
4 17 0 0 0 0 0 5.47298 66.4166 0
4 18 0 0 0 0 0 3.78558 46.544 0
4 19 0 0 0 0 0 2.37665 29.5078 0
4 20 0 0 0 0 0 1.14645 14.3329 0
5 0 0 0 0 0 0 3.19718 82.2555 0
5 1 0 0 0 0 0 5.64109 137.14 0
5 2 0 0 0 0 0 7.13441 156.473 0
5 3 0 0 0 0 0 8.10749 153.583 0
5 4 0 0 0 0 0 9.27489 151.008 0
5 5 0 0 0 0 0 11.2654 167.768 0
5 6 0 0 0 0 0 14.0691 205.559 0
5 7 0 0 0 0 0 17.1767 252.495 0
5 8 0 0 0 0 0 19.2487 271.667 0
5 9 0 0 0 0 0 19.8848 256.614 0
5 10 0 0 0 0 0 19.293 220.047 0
5 11 0 0 0 0 0 18.3938 194.432 0
5 12 0 0 0 0 0 17.1535 179.864 0
5 13 0 0 0 0 0 15.3403 165.17 0
5 14 0 0 0 0 0 12.8636 141.158 0
5 15 0 0 0 0 0 10.2281 113.945 0
5 16 0 0 0 0 0 7.80004 87.9061 0
5 17 0 0 0 0 0 5.76626 66.6353 0
5 18 0 0 0 0 0 4.05669 48.1636 0
5 19 0 0 0 0 0 2.58221 31.3254 0
5 20 0 0 0 0 0 1.25608 15.4475 0
6 0 0 0 0 0 0 3.4084 87.5552 0
6 1 0 0 0 0 0 5.98402 145.291 0
6 2 0 0 0 0 0 7.50603 164.555 0
6 3 0 0 0 0 0 8.43504 160.146 0
