# x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
0 0 0 0 0 0 0 1.18373 21.7002 0
0 1 0 0 0 0 0 2.2353 40.0311 0
0 2 0 0 0 0 0 3.09394 53.87 0
0 3 0 0 0 0 0 3.79461 65.0263 0
0 4 0 0 0 0 0 4.43708 77.1281 0
0 5 0 0 0 0 0 5.14396 94.2269 0
0 6 0 0 0 0 0 6.06813 121.184 0
0 7 0 0 0 0 0 7.48592 167.039 0
0 8 0 0 0 0 0 9.48697 234.398 0
0 9 0 0 0 0 0 12.0576 322.397 0
0 10 0 0 0 0 0 14.8411 418.448 0
0 11 0 0 0 0 0 17.8572 523.151 0
0 12 0 0 0 0 0 18.9007 560.25 0
0 13 0 0 0 0 0 17.8559 525.992 0
0 14 0 0 0 0 0 14.2977 406.044 0
0 15 0 0 0 0 0 10.6276 284.036 0
0 16 0 0 0 0 0 7.33753 177.522 0
0 17 0 0 0 0 0 4.98518 106.234 0
0 18 0 0 0 0 0 3.35407 62.8716 0
0 19 0 0 0 0 0 2.14733 36.9844 0
0 20 0 0 0 0 0 1.06241 17.5001 0
1 0 0 0 0 0 0 2.32228 43.0419 0
1 1 0 0 0 0 0 4.37117 78.9529 0
1 2 0 0 0 0 0 6.02733 105.499 0
1 3 0 0 0 0 0 7.3731 126.692 0
1 4 0 0 0 0 0 8.61471 150.009 0
1 5 0 0 0 0 0 9.97482 182.787 0
1 6 0 0 0 0 0 11.6772 231.936 0
1 7 0 0 0 0 0 14.0814 308.893 0
1 8 0 0 0 0 0 17.2918 416.308 0
1 9 0 0 0 0 0 21.2935 552.909 0
1 10 0 0 0 0 0 25.7116 705.254 0
1 11 0 0 0 0 0 30.528 872.555 0
1 12 0 0 0 0 0 34.9238 1026.63 0
1 13 0 0 0 0 0 35.5505 1052.03 0
1 14 0 0 0 0 0 31.8307 929.537 0
1 15 0 0 0 0 0 23.4152 648.012 0
1 16 0 0 0 0 0 15.6364 393.054 0
1 17 0 0 0 0 0 9.56059 202.403 0
1 18 0 0 0 0 0 6.37003 117.356 0
1 19 0 0 0 0 0 4.08443 69.0241 0
1 20 0 0 0 0 0 2.02483 32.7445 0
2 0 0 0 0 0 0 3.34841 62.6785 0
2 1 0 0 0 0 0 6.27941 114.225 0
2 2 0 0 0 0 0 8.62457 151.508 0
2 3 0 0 0 0 0 10.5426 181.676 0
2 4 0 0 0 0 0 12.3657 216.713 0
2 5 0 0 0 0 0 14.3912 266.381 0
2 6 0 0 0 0 0 16.7689 334.691 0
2 7 0 0 0 0 0 19.673 426.227 0
2 8 0 0 0 0 0 23.0815 538.87 0
2 9 0 0 0 0 0 27.0226 672.524 0
2 10 0 0 0 0 0 31.3015 819.786 0
2 11 0 0 0 0 0 36.6728 1006.55 0
2 12 0 0 0 0 0 43.6599 1251.17 0
2 13 0 0 0 0 0 69.3156 2144.59 0
2 14 0 0 0 0 0 67.1649 2079.13 0
2 15 0 0 0 0 0 56.1109 1710.5 0
2 16 0 0 0 0 0 22.5718 569.976 0
2 17 0 0 0 0 0 13.2369 274.925 0
2 18 0 0 0 0 0 8.76579 156.386 0
2 19 0 0 0 0 0 5.6516 92.4877 0
2 20 0 0 0 0 0 2.81161 44.0947 0
3 0 0 0 0 0 0 4.15945 77.6558 0
3 1 0 0 0 0 0 7.78724 141.029 0
3 2 0 0 0 0 0 10.6894 186.757 0
3 3 0 0 0 0 0 13.1324 226.129 0
3 4 0 0 0 0 0 15.6846 279.416 0
3 5 0 0 0 0 0 18.7019 358.294 0
3 6 0 0 0 0 0 22.1127 458.816 0
3 7 0 0 0 0 0 25.4055 561.491 0
3 8 0 0 0 0 0 28.2847 654.405 0
3 9 0 0 0 0 0 30.8435 739.461 0
3 10 0 0 0 0 0 33.5905 833.46 0
3 11 0 0 0 0 0 37.2178 960.081 0
3 12 0 0 0 0 0 45.4367 1248.08 0
3 13 0 0 0 0 0 73.19 2215.51 0
3 14 0 0 0 0 0 74.0152 2255.38 0
3 15 0 0 0 0 0 61.9711 1856.03 0
3 16 0 0 0 0 0 26.7584 662.705 0
