# x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
0 0 0 0 0 0 0 21.0034 212.031 0
0 1 0 0 0 0 0 29.8564 301.463 0
0 2 0 0 0 0 0 32.3206 325.77 0
0 3 0 0 0 0 0 32.7566 329.036 0
0 4 0 0 0 0 0 32.7884 328.466 0
0 5 0 0 0 0 0 32.7774 327.906 0
0 6 0 0 0 0 0 32.778 327.915 0
0 7 0 0 0 0 0 32.7866 328.212 0
0 8 0 0 0 0 0 32.8001 328.679 0
0 9 0 0 0 0 0 32.812 329.09 0
0 10 0 0 0 0 0 32.8161 329.233 0
0 11 0 0 0 0 0 32.8156 329.216 0
0 12 0 0 0 0 0 32.85 330.406 0
0 13 0 0 0 0 0 32.9996 335.585 0
0 14 0 0 0 0 0 33.8507 365.045 0
0 15 0 0 0 0 0 34.7063 394.677 0
0 16 0 0 0 0 0 35.3336 416.569 0
0 17 0 0 0 0 0 34.4893 389.016 0
0 18 0 0 0 0 0 33.1094 353.073 0
0 19 0 0 0 0 0 29.8345 300.705 0
0 20 0 0 0 0 0 20.9295 209.471 0
1 0 0 0 0 0 0 29.9589 305.012 0
1 1 0 0 0 0 0 44.2446 450.282 0
1 2 0 0 0 0 0 48.3576 490.471 0
1 3 0 0 0 0 0 49.0671 494.557 0
1 4 0 0 0 0 0 49.0905 492.406 0
1 5 0 0 0 0 0 49.0539 490.823 0
1 6 0 0 0 0 0 49.0518 490.725 0
1 7 0 0 0 0 0 49.0644 491.157 0
1 8 0 0 0 0 0 49.0846 491.858 0
1 9 0 0 0 0 0 49.1027 492.484 0
1 10 0 0 0 0 0 49.1093 492.714 0
1 11 0 0 0 0 0 49.109 492.702 0
1 12 0 0 0 0 0 49.1586 494.419 0
1 13 0 0 0 0 0 49.3724 501.819 0
1 14 0 0 0 0 0 50.6296 545.341 0
1 15 0 0 0 0 0 51.8915 589.047 0
1 16 0 0 0 0 0 52.826 621.714 0
1 17 0 0 0 0 0 51.554 580.643 0
1 18 0 0 0 0 0 49.3962 526.42 0
1 19 0 0 0 0 0 44.064 444.03 0
1 20 0 0 0 0 0 29.7494 297.761 0
2 0 0 0 0 0 0 32.6189 336.094 0
2 1 0 0 0 0 0 48.6563 500.81 0
2 2 0 0 0 0 0 53.4796 547.278 0
2 3 0 0 0 0 0 54.2677 549.598 0
2 4 0 0 0 0 0 54.2436 545.055 0
2 5 0 0 0 0 0 54.1705 542.119 0
2 6 0 0 0 0 0 54.1632 541.835 0
2 7 0 0 0 0 0 54.1741 542.208 0
2 8 0 0 0 0 0 54.1927 542.851 0
2 9 0 0 0 0 0 54.2096 543.437 0
2 10 0 0 0 0 0 54.2163 543.67 0
2 11 0 0 0 0 0 54.2165 543.676 0
2 12 0 0 0 0 0 54.26 545.181 0
2 13 0 0 0 0 0 54.4457 551.611 0
2 14 0 0 0 0 0 55.3576 583.179 0
2 15 0 0 0 0 0 56.272 614.865 0
2 16 0 0 0 0 0 56.8977 636.928 0
2 17 0 0 0 0 0 55.9256 606.986 0
2 18 0 0 0 0 0 53.9395 563.197 0
2 19 0 0 0 0 0 48.1981 484.948 0
2 20 0 0 0 0 0 32.2264 322.508 0
3 0 0 0 0 0 0 33.1671 343.246 0
3 1 0 0 0 0 0 49.5856 512.505 0
3 2 0 0 0 0 0 54.579 560.373 0
3 3 0 0 0 0 0 55.3929 562.013 0
3 4 0 0 0 0 0 55.3521 556.574 0
3 5 0 0 0 0 0 55.2651 553.115 0
3 6 0 0 0 0 0 55.254 552.693 0
3 7 0 0 0 0 0 55.2606 552.92 0
3 8 0 0 0 0 0 55.2733 553.359 0
3 9 0 0 0 0 0 55.2855 553.78 0
