#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
336 0 0 0 0 0 0 0 0.777155 21.2472 0
336 0 1 0 0 0 0 0 1.59826 43.1456 0
336 0 2 0 0 0 0 0 2.57781 68.4128 0
336 0 3 0 0 0 0 0 3.96112 103.513 0
336 0 4 0 0 0 0 0 5.6635 146.567 0
336 0 5 0 0 0 0 0 7.22219 182.362 0
336 0 6 0 0 0 0 0 7.84776 189.726 0
336 0 7 0 0 0 0 0 7.43542 166.75 0
336 0 8 0 0 0 0 0 6.42443 131.024 0
336 0 9 0 0 0 0 0 5.58303 105.043 0
336 0 10 0 0 0 0 0 5.18754 95.9625 0
336 0 11 0 0 0 0 0 5.13017 97.8272 0
336 0 12 0 0 0 0 0 5.11819 101.614 0
336 0 13 0 0 0 0 0 4.9498 102.035 0
336 0 14 0 0 0 0 0 4.57225 98.6693 0
336 0 15 0 0 0 0 0 3.95044 88.5573 0
336 0 16 0 0 0 0 0 3.15782 72.4983 0
336 0 17 0 0 0 0 0 2.30435 52.6115 0
336 0 18 0 0 0 0 0 1.54401 34.6266 0
336 0 19 0 0 0 0 0 0.92529 20.2263 0
336 0 20 0 0 0 0 0 0.429094 9.17172 0
336 1 0 0 0 0 0 0 1.6358 45.7409 0
336 1 1 0 0 0 0 0 3.28354 90.3118 0
336 1 2 0 0 0 0 0 5.12333 137.635 0
336 1 3 0 0 0 0 0 7.68629 202.937 0
336 1 4 0 0 0 0 0 10.7248 276.728 0
336 1 5 0 0 0 0 0 13.5462 339.143 0
336 1 6 0 0 0 0 0 14.5547 344.456 0
336 1 7 0 0 0 0 0 13.8022 302.274 0
336 1 8 0 0 0 0 0 11.9392 235.355 0
336 1 9 0 0 0 0 0 10.5378 191.518 0
336 1 10 0 0 0 0 0 10.1274 185.324 0
336 1 11 0 0 0 0 0 10.4108 201.823 0
336 1 12 0 0 0 0 0 10.7998 224.207 0
336 1 13 0 0 0 0 0 10.8239 239.022 0
336 1 14 0 0 0 0 0 10.2543 238.96 0
336 1 15 0 0 0 0 0 8.92666 215.284 0
336 1 16 0 0 0 0 0 7.03951 171.609 0
336 1 17 0 0 0 0 0 4.95229 118.378 0
336 1 18 0 0 0 0 0 3.16978 72.9944 0
336 1 19 0 0 0 0 0 1.81817 39.9351 0
336 1 20 0 0 0 0 0 0.830729 17.6821 0
336 2 0 0 0 0 0 0 2.80301 81.6899 0
336 2 1 0 0 0 0 0 5.36014 152.803 0
336 2 2 0 0 0 0 0 7.79854 214.894 0
336 2 3 0 0 0 0 0 10.8587 288.332 0
336 2 4 0 0 0 0 0 14.3736 366.292 0
336 2 5 0 0 0 0 0 17.2985 410.642 0
336 2 6 0 1 1 0 0 17.859 377.926 1
336 2 7 0 0 0 0 0 17.5361 356.744 0
336 2 8 0 0 0 0 0 15.6559 292.636 0
336 2 9 0 0 0 0 0 14.3343 250.52 0
336 2 10 0 0 0 0 0 14.4799 263.238 0
336 2 11 0 0 0 0 0 15.6067 307.848 0
336 2 12 0 0 0 0 0 16.9085 363.729 0
336 2 13 0 0 0 0 0 18.308 431.524 0
336 2 14 0 0 0 0 0 18.6024 471.119 0
336 2 15 0 0 0 0 0 17.3349 461.945 0
336 2 16 0 0 0 0 0 13.3003 355.724 0
336 2 17 0 0 0 0 0 8.73968 226.105 0
336 2 18 0 0 0 0 0 4.84323 114.808 0
336 2 19 0 0 0 0 0 2.63664 58.2176 0
336 2 20 0 0 0 0 0 1.17972 24.916 0
336 3 0 0 0 0 0 0 5.10385 157.863 0
336 3 1 0 0 0 0 0 8.97796 270.947 0
336 3 2 0 0 0 0 0 11.4823 330.825 0
336 3 3 0 0 0 0 0 13.6927 371.247 0
336 3 4 0 1 1 0 0 15.5273 371.821 1
336 3 5 0 0 0 0 0 17.7323 386.534 0
336 3 6 0 1 1 0 0 18.9359 386.471 1
336 3 7 0 0 0 0 0 18.5386 351.261 0
336 3 8 0 0 0 0 0 17.2008 301.57 0
336 3 9 0 0 0 0 0 16.5748 278.499 0
336 3 10 0 0 0 0 0 17.7175 320.939 0
336 3 11 0 0 0 0 0 19.7993 385.997 0
336 3 12 0 0 0 0 0 23.1204 517.754 0
336 3 13 0 1 1 0 0 25.378 590.259 1
336 3 14 0 1 1 0 0 27.5285 712.675 1
336 3 15 0 0 0 0 0 26.9138 755.338 0
336 3 16 0 0 0 0 0 20.1152 562.751 0
336 3 17 0 0 0 0 0 12.5784 339.171 0
336 3 18 0 0 0 0 0 6.3969 155.048 0
336 3 19 0 0 0 0 0 3.31044 73.0723 0
336 3 20 0 0 0 0 0 1.45497 30.3408 0
336 4 0 0 0 0 0 0 11.9281 391.661 0
336 4 1 0 0 0 0 0 19.2067 620.3 0
336 4 2 0 0 0 0 0 19.5827 604.682 0
336 4 3 0 1 1 0 0 17.2954 473.692 1
336 4 4 0 0 0 0 0 16.4522 408.864 0
336 4 5 0 1 1 0 0 16.8864 362.177 1
336 4 6 0 0 0 0 0 17.5065 339.22 0
336 4 7 0 0 0 0 0 17.3519 306.219 0
336 4 8 0 0 0 0 0 16.8157 275.254 0
336 4 9 0 0 0 0 0 17.1115 276.254 0
336 4 10 0 0 0 0 0 19.1378 341.229 0
336 4 11 0 1 1 0 0 22.6705 457.469 1
336 4 12 0 2 2 0 0 25.2113 510.125 1
336 4 13 0 1 1 0 0 31.8771 781.556 1
336 4 14 0 1 1 0 0 35.2698 948.537 1
336 4 15 0 1 1 0 0 33.1228 914.911 1
336 4 16 0 0 0 0 0 25.0652 708.999 0
336 4 17 0 0 0 0 0 15.2948 417.422 0
336 4 18 0 0 0 0 0 7.39076 178.979 0
336 4 19 0 0 0 0 0 3.76465 82.1746 0
336 4 20 0 0 0 0 0 1.64081 33.5394 0
336 5 0 0 0 0 0 0 42.2447 1439.61 0
336 5 1 0 0 0 0 0 52.9129 1784.53 0
336 5 2 0 0 0 0 0 50.8231 1683.36 0
336 5 3 0 0 0 0 0 21.6776 637.529 0
336 5 4 0 1 1 0 0 15.2563 356.873 1
336 5 5 0 0 0 0 0 14.9397 313.361 0
336 5 6 0 0 0 0 0 15.1359 280.691 0
336 5 7 0 0 0 0 0 15.2752 256.047 0
336 5 8 0 0 0 0 0 15.3812 238.435 0
336 5 9 0 0 0 0 0 16.3075 254.423 0
336 5 10 0 0 0 0 0 18.5712 318.405 0
336 5 11 0 1 1 0 0 21.9485 412.918 1
336 5 12 0 1 1 0 0 26.5502 560.204 1
336 5 13 0 1 1 0 0 31.863 749.753 1
336 5 14 0 1 1 0 0 34.608 888.101 1
336 5 15 0 1 1 0 0 31.3883 820.877 1
336 5 16 0 1 1 0 0 23.5487 629.071 1
336 5 17 0 0 0 0 0 14.8053 389.821 0
336 5 18 0 0 0 0 0 7.61622 179.598 0
336 5 19 0 0 0 0 0 3.94625 83.8067 0
336 5 20 0 0 0 0 0 1.73204 34.3857 0
336 6 0 0 0 0 0 0 46.9254 1600.98 0
336 6 1 0 0 0 0 0 555.672 19186.9 0
336 6 2 0 0 0 0 0 55.5048 1846.15 0
336 6 3 0 0 0 0 0 23.4208 701.825 0
336 6 4 0 0 0 0 0 14.8185 368.497 0
336 6 5 0 0 0 0 0 12.977 267.262 0
336 6 6 0 0 0 0 0 12.8906 231.603 0
336 6 7 0 0 0 0 0 13.1147 210.063 0
336 6 8 0 0 0 0 0 13.5849 202.607 0
336 6 9 0 0 0 0 0 14.6523 219.676 0
336 6 10 0 0 0 0 0 16.4905 262.321 0
336 6 11 0 0 0 0 0 19.4148 343.485 0
336 6 12 0 1 1 0 0 22.5916 428.878 1
336 6 13 0 1 1 0 0 26.5377 569.837 1
336 6 14 0 1 1 0 0 27.9424 650.323 1
336 6 15 0 1 1 0 0 25.4269 618.984 1
336 6 16 0 1 1 0 0 19.5816 494.914 1
336 6 17 0 0 0 0 0 12.6273 309.229 0
336 6 18 0 0 0 0 0 7.10749 158.139 0
336 6 19 0 0 0 0 0 3.87935 78.8054 0
336 6 20 0 0 0 0 0 1.73709 33.1713 0
336 7 0 0 0 0 0 0 41.7795 1422.8 0
336 7 1 0 0 0 0 0 51.9596 1751.09 0
336 7 2 0 0 0 0 0 49.2965 1633.21 0
336 7 3 0 0 0 0 0 19.4016 569.481 0
336 7 4 0 0 0 0 0 12.8581 313.779 0
336 7 5 0 0 0 0 0 11.1899 226.656 0
336 7 6 0 0 0 0 0 11.0726 195.05 0
336 7 7 0 0 0 0 0 11.3886 180.185 0
336 7 8 0 0 0 0 0 11.9139 174.959 0
336 7 9 0 0 0 0 0 12.7873 184.39 0
336 7 10 0 0 0 0 0 14.0144 204.773 0
336 7 11 0 0 0 0 0 15.8294 246.951 0
336 7 12 0 0 0 0 0 17.9872 306.478 0
336 7 13 0 0 0 0 0 19.4974 352.338 0
336 7 14 0 0 0 0 0 19.4496 371.942 0
336 7 15 0 0 0 0 0 17.7032 369.356 0
336 7 16 0 0 0 0 0 14.1222 310.447 0
336 7 17 0 0 0 0 0 9.8643 214.504 0
336 7 18 0 0 0 0 0 6.28363 129.058 0
336 7 19 0 0 0 0 0 3.64284 69.8147 0
336 7 20 0 0 0 0 0 1.67862 30.634 0
336 8 0 0 0 0 0 0 11.1638 363.44 0
336 8 1 0 0 0 0 0 17.6087 563.209 0
336 8 2 0 0 0 0 0 16.9145 515.166 0
336 8 3 0 0 0 0 0 13.6892 378.805 0
336 8 4 0 0 0 0 0 10.3104 236.687 0
336 8 5 0 0 0 0 0 9.43401 181.444 0
336 8 6 0 0 0 0 0 9.45895 158.305 0
336 8 7 0 0 0 0 0 9.82771 148.636 0
336 8 8 0 0 0 0 0 10.3489 146.152 0
336 8 9 0 0 0 0 0 10.9987 149.733 0
336 8 10 0 0 0 0 0 11.7895 158.99 0
336 8 11 0 0 0 0 0 12.7565 176.992 0
336 8 12 0 0 0 0 0 13.6885 200.046 0
336 8 13 0 0 0 0 0 14.3826 228.929 0
336 8 14 0 0 0 0 0 14.1944 244.42 0
336 8 15 0 0 0 0 0 12.9723 241.347 0
336 8 16 0 0 0 0 0 10.6635 205.97 0
336 8 17 0 0 0 0 0 7.97238 154.751 0
