#Tick x y z nCells HealthyCells CancerCells OarCells glucose oxygen voxel_type
336 0 0 0 0 0 0 0 0.163194 2.89255 0
336 0 1 0 0 0 0 0 0.323293 5.72912 0
336 0 2 0 0 0 0 0 0.476744 8.43965 0
336 0 3 0 0 0 0 0 0.619257 10.9313 0
336 0 4 0 0 0 0 0 0.745856 13.0899 0
336 0 5 0 0 0 0 0 0.851382 14.7949 0
336 0 6 0 0 0 0 0 0.931345 15.9446 0
336 0 7 0 0 0 0 0 0.98286 16.484 0
336 0 8 0 0 0 0 0 1.00531 16.4221 0
336 0 9 0 0 0 0 0 1.00041 15.833 0
336 0 10 0 0 0 0 0 0.971742 14.8377 0
336 0 11 0 0 0 0 0 0.923825 13.5755 0
336 0 12 0 0 0 0 0 0.861185 12.1755 0
336 0 13 0 0 0 0 0 0.787646 10.7362 0
336 0 14 0 0 0 0 0 0.705994 9.31704 0
336 0 15 0 0 0 0 0 0.617992 7.94137 0
336 0 16 0 0 0 0 0 0.524641 6.60616 0
336 0 17 0 0 0 0 0 0.426535 5.29452 0
336 0 18 0 0 0 0 0 0.324196 3.98718 0
336 0 19 0 0 0 0 0 0.218312 2.67049 0
336 0 20 0 0 0 0 0 0.109841 1.33999 0
336 1 0 0 0 0 0 0 0.319405 5.5712 0
336 1 1 0 0 0 0 0 0.632643 11.0306 0
336 1 2 0 0 0 0 0 0.932721 16.2414 0
336 1 3 0 0 0 0 0 1.21131 21.0262 0
336 1 4 0 0 0 0 0 1.45888 25.1705 0
336 1 5 0 0 0 0 0 1.66558 28.4496 0
336 1 6 0 0 0 0 0 1.82288 30.6749 0
336 1 7 0 0 0 0 0 1.92525 31.7442 0
336 1 8 0 0 0 0 0 1.9714 31.6745 0
336 1 9 0 0 0 0 0 1.96446 30.6027 0
336 1 10 0 0 0 0 0 1.91108 28.7534 0
336 1 11 0 0 0 0 0 1.81973 26.3858 0
336 1 12 0 0 0 0 0 1.69898 23.7412 0
336 1 13 0 0 0 0 0 1.55613 21.0041 0
336 1 14 0 0 0 0 0 1.39656 18.2864 0
336 1 15 0 0 0 0 0 1.22376 15.6325 0
336 1 16 0 0 0 0 0 1.03977 13.0375 0
336 1 17 0 0 0 0 0 0.845868 10.4708 0
336 1 18 0 0 0 0 0 0.643209 7.89792 0
336 1 19 0 0 0 0 0 0.433262 5.29562 0
336 1 20 0 0 0 0 0 0.218027 2.65894 0
336 2 0 0 0 0 0 0 0.463122 7.86989 0
336 2 1 0 0 0 0 0 0.917085 15.5734 0
336 2 2 0 0 0 0 0 1.35168 22.913 0
336 2 3 0 0 0 0 0 1.75498 29.6417 0
336 2 4 0 0 0 0 0 2.1136 35.4676 0
336 2 5 0 0 0 0 0 2.41383 40.0898 0
336 2 6 0 0 0 0 0 2.6438 43.2577 0
336 2 7 0 0 0 0 0 2.79572 44.8363 0
336 2 8 0 0 0 0 0 2.86759 44.848 0
336 2 9 0 0 0 0 0 2.86342 43.4749 0
336 2 10 0 0 0 0 0 2.79204 41.0154 0
336 2 11 0 0 0 0 0 2.66497 37.8162 0
336 2 12 0 0 0 0 0 2.49397 34.2006 0
336 2 13 0 0 0 0 0 2.28923 30.4171 0
