episode,reward,epsilon_start,epsilon_end,mean_loss
1,0.05094333333333337,1.0,0.999905,nan
2,-1.5874800000000002,0.9998955,0.9989455,nan
3,-1.8111400000000006,0.998936,0.9979195,nan
4,-1.7511799999999997,0.99791,0.9969315,nan
5,-1.5916599999999999,0.996922,0.99601,nan
